Symbol,Name,Sector,industry
TSC,"TriState Capital Holdings, Inc.",Finance,Major Banks
TSCAP,"TriState Capital Holdings, Inc.",Finance,Major Banks
TSCBP,"TriState Capital Holdings, Inc.",Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",Finance,Major Banks
TRVG,trivago N.V.,Technology,EDP Services
TROV,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",Technology,"Computer Software: Programming, Data Processing"
TRUP,"Trupanion, Inc.",Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,Finance,Major Banks
TRMK,Trustmark Corporation,Finance,Major Banks
MEDS,"Trxade Group, Inc.",Health Care,Other Pharmaceuticals
TSRI,"TSR, Inc.",Technology,EDP Services
TTEC,"TTEC Holdings, Inc.",Technology,Professional Services
TTMI,"TTM Technologies, Inc.",Technology,Electrical Products
TC,TuanChe Limited,Miscellaneous,Business Services
TCX,Tucows Inc.,Technology,EDP Services
TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,Consumer Services,Transportation Services
TPTX,"Turning Point Therapeutics, Inc.",Health Care,Major Pharmaceuticals
HEAR,Turtle Beach Corporation,Capital Goods,Telecommunications Equipment
THCB,Tuscan Holdings Corp.,Finance,Business Services
THCBU,Tuscan Holdings Corp.,Finance,Business Services
THCBW,Tuscan Holdings Corp.,Finance,Business Services
THCA,Tuscan Holdings Corp. II,Finance,Business Services
THCAU,Tuscan Holdings Corp. II,Finance,Business Services
THCAW,Tuscan Holdings Corp. II,Finance,Business Services
TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components
TWST,Twist Bioscience Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TYME,"Tyme Technologies, Inc.",Health Care,Major Pharmaceuticals
USCR,"U S Concrete, Inc.",Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",Finance,Investment Managers
USAU,U.S. Gold Corp.,n/a,n/a
USWS,"U.S. Well Services, Inc.",Energy,Oilfield Services/Equipment
USWSW,"U.S. Well Services, Inc.",Energy,Oilfield Services/Equipment
UFPT,"UFP Technologies, Inc.",Health Care,Medical/Dental Instruments
ULTA,"Ulta Beauty, Inc.",Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors
RARE,Ultragenyx Pharmaceutical Inc.,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,Miscellaneous,Industrial Machinery/Components
UMBF,UMB Financial Corporation,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,Finance,Savings Institutions
UNAM,Unico American Corporation,Finance,Property-Casualty Insurers
LATN,Union Acquisition Corp. II,Finance,Business Services
LATNU,Union Acquisition Corp. II,Finance,Business Services
LATNW,Union Acquisition Corp. II,Finance,Business Services
UNB,"Union Bankshares, Inc.",Finance,Major Banks
QURE,uniQure N.V.,Health Care,Major Pharmaceuticals
UAL,"United Airlines Holdings, Inc.",Transportation,Air Freight/Delivery Services
UBCP,"United Bancorp, Inc.",Finance,Major Banks
UBOH,"United Bancshares, Inc.",Finance,Major Banks
UBSI,"United Bankshares, Inc.",Finance,Major Banks
UCBI,"United Community Banks, Inc.",Finance,Major Banks
UFCS,"United Fire Group, Inc",Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers
UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors
UBFO,United Security Bancshares,Finance,Major Banks
USLM,"United States Lime & Minerals, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals
UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts
UNTY,"Unity Bancorp, Inc.",Finance,Major Banks
UBX,"Unity Biotechnology, Inc.",Health Care,Major Pharmaceuticals
OLED,Universal Display Corporation,Capital Goods,Electrical Products
UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,"Universal Forest Products, Inc.",Basic Industries,Forest Products
ULH,"Universal Logistics Holdings, Inc.",Transportation,Trucking Freight/Courier Services
USAP,"Universal Stainless & Alloy Products, Inc.",Basic Industries,Steel/Iron Ore
UVSP,Univest Financial Corporation,Finance,Major Banks
UMRX,Unum Therapeutics Inc.,Health Care,Major Pharmaceuticals
TTTN,UP Fintech China-U.S. Internet Titans ETF,n/a,n/a
TIGR,UP Fintech Holding Limited,Finance,Investment Bankers/Brokers/Service
UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software
UPWK,Upwork Inc.,Technology,EDP Services
UONE,"Urban One, Inc. ",Consumer Services,Broadcasting
UONEK,"Urban One, Inc. ",Consumer Services,Broadcasting
URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
MYT,"Urban Tea, Inc.",Basic Industries,Major Chemicals
URGN,UroGen Pharma Ltd.,Health Care,Major Pharmaceuticals
UROV,Urovant Sciences Ltd.,Health Care,Major Pharmaceuticals
ECOL,"US Ecology, Inc.",Public Utilities,Environmental Services
ECOLW,"US Ecology, Inc.",Public Utilities,Environmental Services
USAK,"USA Truck, Inc.",Transportation,Trucking Freight/Courier Services
USIO,"Usio, Inc.",Finance,Investment Bankers/Brokers/Service
UTMD,"Utah Medical Products, Inc.",Health Care,Medical/Dental Instruments
UTSI,UTStarcom Holdings Corp,Capital Goods,Telecommunications Equipment
UXIN,Uxin Limited,Miscellaneous,Business Services
VCNX,"Vaccinex, Inc.",Health Care,Major Pharmaceuticals
VALX,Validea Market Legends ETF,n/a,n/a
VLY,Valley National Bancorp,Finance,Major Banks
VLYPO,Valley National Bancorp,Finance,Major Banks
VLYPP,Valley National Bancorp,Finance,Major Banks
VTEC,Valtech SE,n/a,n/a
VALU,"Value Line, Inc.",Finance,Investment Managers
VNDA,Vanda Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
BBH,VanEck Vectors Biotech ETF,n/a,n/a
ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,n/a,n/a
BJK,VanEck Vectors Gaming ETF,n/a,n/a
PPH,VanEck Vectors Pharmaceutical ETF,n/a,n/a
RTH,VanEck Vectors Retail ETF,n/a,n/a
SMH,VanEck Vectors Semiconductor ETF,n/a,n/a
ESPO,VanEck Vectors Video Gaming and eSports ETF,n/a,n/a
VWOB,Vanguard Emerging Markets Government Bond ETF,n/a,n/a
VNQI,Vanguard Global ex-U.S. Real Estate ETF,n/a,n/a
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,n/a,n/a
VGIT,Vanguard Intermediate-Term Treasury ETF,n/a,n/a
VIGI,Vanguard International Dividend Appreciation ETF,n/a,n/a
VYMI,Vanguard International High Dividend Yield ETF,n/a,n/a
VCLT,Vanguard Long-Term Corporate Bond ETF,n/a,n/a
VGLT,Vanguard Long-Treasury ETF,n/a,n/a
VMBS,Vanguard Mortgage-Backed Securities ETF,n/a,n/a
VONE,Vanguard Russell 1000 ETF,n/a,n/a
VONG,Vanguard Russell 1000 Growth ETF,n/a,n/a
VONV,Vanguard Russell 1000 Value ETF,n/a,n/a
VTWO,Vanguard Russell 2000 ETF,n/a,n/a
VTWG,Vanguard Russell 2000 Growth ETF,n/a,n/a
VTWV,Vanguard Russell 2000 Value ETF,n/a,n/a
VTHR,Vanguard Russell 3000 ETF,n/a,n/a
VCSH,Vanguard Short-Term Corporate Bond ETF,n/a,n/a
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,n/a,n/a
VGSH,Vanguard Short-Term Treasury ETF,n/a,n/a
BND,Vanguard Total Bond Market ETF,n/a,n/a
VTC,Vanguard Total Corporate Bond ETF,n/a,n/a
BNDX,Vanguard Total International Bond ETF,n/a,n/a
VXUS,Vanguard Total International Stock ETF,n/a,n/a
BNDW,Vanguard Total World Bond ETF,n/a,n/a
VREX,Varex Imaging Corporation,Capital Goods,Industrial Machinery/Components
VRNS,"Varonis Systems, Inc.",Technology,Computer Software: Prepackaged Software
VBLT,Vascular Biogenics Ltd.,Health Care,Major Pharmaceuticals
VXRT,"Vaxart, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VBIV,"VBI Vaccines, Inc.",Health Care,Major Pharmaceuticals
VTIQ,VectoIQ Acquisition Corp.,Finance,Business Services
VTIQU,VectoIQ Acquisition Corp.,Finance,Business Services
VTIQW,VectoIQ Acquisition Corp.,Finance,Business Services
VECO,Veeco Instruments Inc.,Technology,Industrial Machinery/Components
VERO,Venus Concept Inc. ,Health Care,Medical/Dental Instruments
VEON,VEON Ltd.,Public Utilities,Telecommunications Equipment
VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel
VCYT,"Veracyte, Inc.",Health Care,Medical Specialities
VSTM,"Verastem, Inc.",Health Care,Major Pharmaceuticals
VERB,"Verb Technology Company, Inc.",Consumer Services,Other Consumer Services
VERBW,"Verb Technology Company, Inc.",Consumer Services,Other Consumer Services
VCEL,Vericel Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VERY,"Vericity, Inc.",Finance,Life Insurance
VRNT,Verint Systems Inc.,Technology,EDP Services
VRSN,"VeriSign, Inc.",Technology,EDP Services
VRSK,"Verisk Analytics, Inc.",Technology,EDP Services
VBTX,"Veritex Holdings, Inc.",Finance,Major Banks
VERI,"Veritone, Inc.",Technology,EDP Services
VRML,"Vermillion, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRNA,Verona Pharma plc,Health Care,Major Pharmaceuticals
VRRM,Verra Mobility Corporation,Consumer Services,Transportation Services
VRCA,Verrica Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
VTNR,"Vertex Energy, Inc",Energy,Integrated oil Companies
VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
VERU,Veru Inc.,Health Care,Major Pharmaceuticals
VIAC,ViacomCBS Inc.,Consumer Services,Broadcasting
VIACA,ViacomCBS Inc.,Consumer Services,Broadcasting
VSAT,"ViaSat, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
VIAV,Viavi Solutions Inc.,Technology,Semiconductors
VICR,Vicor Corporation,Capital Goods,Industrial Machinery/Components
VCTR,"Victory Capital Holdings, Inc.",Finance,Investment Managers
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,n/a,n/a
VSDA,VictoryShares Dividend Accelerator ETF,n/a,n/a
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,n/a,n/a
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,n/a,n/a
CID,VictoryShares International High Div Volatility Wtd ETF,n/a,n/a
CIL,VictoryShares International Volatility Wtd ETF,n/a,n/a
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,n/a,n/a
CFA,VictoryShares US 500 Volatility Wtd ETF,n/a,n/a
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,n/a,n/a
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,n/a,n/a
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,n/a,n/a
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,n/a,n/a
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,n/a,n/a
CSA,VictoryShares US Small Cap Volatility Wtd ETF,n/a,n/a
VIE,"Viela Bio, Inc.",Health Care,Major Pharmaceuticals
VMD,"Viemed Healthcare, Inc.",Health Care,Misc Health and Biotechnology Services
VRAY,"ViewRay, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VKTX,"Viking Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VKTXW,"Viking Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VBFC,Village Bank and Trust Financial Corp.,Finance,Major Banks
VFF,"Village Farms International, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains
VIOT,"Viomi Technology Co., Ltd",Consumer Durables,Consumer Electronics/Appliances
VNOM,Viper Energy Partners LP,Energy,Oil & Gas Production
VIR,"Vir Biotechnology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VIRC,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties
VTUS,Virgin Trains USA Inc.,n/a,n/a
VTSI,"VirTra, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
VIRT,"Virtu Financial, Inc.",Finance,Investment Bankers/Brokers/Service
VRTS,"Virtus Investment Partners, Inc.",Finance,Investment Managers
BBC,Virtus LifeSci Biotech Clinical Trials ETF,n/a,n/a
BBP,Virtus LifeSci Biotech Products ETF,n/a,n/a
VRTU,Virtusa Corporation,Technology,EDP Services
VISL,"Vislink Technologies, Inc.",Capital Goods,Telecommunications Equipment
VTGN,"VistaGen Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VC,Visteon Corporation,Capital Goods,Auto Parts:O.E.M.
VIVE,"Viveve Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VVPR,VivoPower International PLC,Public Utilities,Power Generation
VVUS,"VIVUS, Inc.",Health Care,Major Pharmaceuticals
VOD,Vodafone Group Plc,Public Utilities,Telecommunications Equipment
VG,Vonage Holdings Corp.,Public Utilities,Telecommunications Equipment
VOXX,VOXX International Corporation,Technology,Electronic Components
VYGR,"Voyager Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VSEC,VSE Corporation,Consumer Services,Military/Government/Technical
VTVT,vTv Therapeutics Inc.,Health Care,Major Pharmaceuticals
VUZI,Vuzix Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
WAFU,Wah Fu Education Group Limited,Consumer Services,Other Consumer Services
HLAL,Wahed FTSE USA Shariah ETF,n/a,n/a
WTRH,Waitr Holdings Inc.,Miscellaneous,Business Services
WBA,"Walgreens Boots Alliance, Inc.",Health Care,Medical/Nursing Services
WSG,Wanda Sports Group Company Limited,Consumer Services,Services-Misc. Amusement & Recreation
WAFD,"Washington Federal, Inc.",Finance,Major Banks
WASH,"Washington Trust Bancorp, Inc.",Finance,Major Banks
WSBF,"Waterstone Financial, Inc.",Finance,Savings Institutions
WTRE,Watford Holdings Ltd.,n/a,n/a
WTREP,Watford Holdings Ltd.,Finance,Property-Casualty Insurers
WVE,WAVE Life Sciences Ltd.,Health Care,Major Pharmaceuticals
WNFM,"Wayne Farms, Inc.",n/a,n/a
WSTG,"Wayside Technology Group, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
WDFC,WD-40 Company,Basic Industries,Major Chemicals
HHHH,Wealthbridge Acquisition Limited,Technology,EDP Services
HHHHR,Wealthbridge Acquisition Limited,Technology,EDP Services
HHHHU,Wealthbridge Acquisition Limited,Technology,EDP Services
HHHHW,Wealthbridge Acquisition Limited,Technology,EDP Services
WB,Weibo Corporation,Technology,"Computer Software: Programming, Data Processing"
WEBK,"Wellesley Bancorp, Inc.",Finance,Banks
WEN,Wendy&#39;s Company (The),Consumer Services,Restaurants
WERN,"Werner Enterprises, Inc.",Transportation,Trucking Freight/Courier Services
WSBC,"WesBanco, Inc.",Finance,Major Banks
WTBA,West Bancorporation,Finance,Major Banks
WABC,Westamerica Bancorporation,Finance,Major Banks
WSTL,"Westell Technologies, Inc.",Public Utilities,Telecommunications Equipment
WINC,Western Asset Short Duration Income ETF,n/a,n/a
WBND,Western Asset Total Return ETF,n/a,n/a
WDC,Western Digital Corporation,Technology,Electronic Components
WNEB,"Western New England Bancorp, Inc.",Finance,Savings Institutions
WPRT,Westport Fuel Systems Inc,Energy,Industrial Machinery/Components
WWR,"Westwater Resources, Inc.",Basic Industries,Precious Metals
WEYS,"Weyco Group, Inc.",Consumer Non-Durables,Apparel
WHLR,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",Consumer Services,Real Estate Investment Trusts
WHF,"WhiteHorse Finance, Inc.",n/a,n/a
WHFBZ,"WhiteHorse Finance, Inc.",n/a,n/a
WHLM,"Wilhelmina International, Inc.",Consumer Services,Professional Services
WVVI,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WVVIP,"Willamette Valley Vineyards, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
WLDN,"Willdan Group, Inc.",Consumer Services,Military/Government/Technical
WLFC,Willis Lease Finance Corporation,Consumer Durables,Industrial Specialties
WLTW,Willis Towers Watson Public Limited Company,Finance,Specialty Insurers
WSC,WillScot Corporation,n/a,n/a
WING,Wingstop Inc.,Consumer Services,Restaurants
WINA,Winmark Corporation,Consumer Services,Other Specialty Stores
WINS,Wins Finance Holdings Inc.,Finance,Finance: Consumer Services
WTFC,Wintrust Financial Corporation,Finance,Major Banks
WTFCM,Wintrust Financial Corporation,Finance,Major Banks
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,n/a,n/a
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,n/a,n/a
WCLD,WisdomTree Cloud Computing Fund,n/a,n/a
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,n/a,n/a
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,n/a,n/a
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,n/a,n/a
DXGE,WisdomTree Germany Hedged Equity Fund,n/a,n/a
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,n/a,n/a
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,n/a,n/a
WETF,"WisdomTree Investments, Inc.",Finance,Investment Bankers/Brokers/Service
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,n/a,n/a
GULF,WisdomTree Middle East Dividend Fund,n/a,n/a
HYND,WisdomTree Negative Duration High Yield Bond Fund,n/a,n/a
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,n/a,n/a
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,n/a,n/a
WKEY,WISeKey International Holding AG,Technology,EDP Services
WIX,Wix.com Ltd.,Technology,"Computer Software: Programming, Data Processing"
WWD,"Woodward, Inc.",Energy,Industrial Machinery/Components
WDAY,"Workday, Inc.",Technology,EDP Services
WKHS,"Workhorse Group, Inc.",Capital Goods,Auto Manufacturing
WRLD,World Acceptance Corporation,Finance,Finance: Consumer Services
WRTC,"Wrap Technologies, Inc.",Capital Goods,Ordnance And Accessories
WMGI,Wright Medical Group N.V.,Health Care,Industrial Specialties
WSFS,WSFS Financial Corporation,Finance,Major Banks
WVFC,WVS Financial Corp.,Finance,Banks
WW,"WW International, Inc. ",Consumer Services,Other Consumer Services
WYNN,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts
XFOR,"X4 Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
XBIT,XBiotech Inc.,Health Care,Major Pharmaceuticals
